record_id,campaign_date,campaign_id,campaign_name,channel,campaign_type,region,audience_segment,device,impressions,clicks,conversions,spend_usd,revenue_usd
REC-001957,2025-06-23,CAMP-017,Product Demo Views,YouTube Ads,Product Education,North America,Enterprise Decision Makers,Desktop,11246,117,3,164.59,709.52
REC-001284,2025-04-22,CAMP-013,Lifecycle Nurture,Email,Customer Nurture,Asia-Pacific,Returning Customers,Mobile,5903,472,61,84.0,6238.5
REC-001035,2025-04-01,CAMP-006,Seasonal Offer Push,Meta Ads,Seasonal Promotion,Europe,New Customers,Mobile,10015,287,9,326.39,1009.86
REC-005240,2026-04-04,CAMP-010,Short Video Discovery,TikTok Ads,Prospecting,Latin America,Students & Young Professionals,Mobile,27348,355,6,171.35,353.19
REC-000618,2025-02-23,CAMP-011,Creator Product Launch,TikTok Ads,Product Launch,MENA,Small Business Owners,Mobile,13344,241,6,185.33,755.91
REC-002450,2025-08-07,CAMP-005,Cart Recovery Social,Meta Ads,Retargeting,North America,Students & Young Professionals,Desktop,11959,278,11,326.4,859.61
REC-006153,2026-06-24,CAMP-020,Creator Partnership Series,Influencer,Influencer Partnership,Europe,Enterprise Decision Makers,Mobile,46138,1169,31,1437.25,9224.66
REC-002380,2025-08-01,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,Asia-Pacific,Small Business Owners,Mobile,6083,81,9,463.1,2392.43
REC-000949,2025-03-24,CAMP-013,Lifecycle Nurture,Email,Customer Nurture,Europe,Small Business Owners,Desktop,7006,481,60,87.62,8651.04
REC-000461,2025-02-10,CAMP-019,Display Retargeting Loop,Display Ads,Retargeting,Europe,Students & Young Professionals,Desktop,13769,98,2,88.97,124.02
REC-005801,2026-05-23,CAMP-016,Video Reach Accelerator,YouTube Ads,Brand Awareness,Europe,Returning Customers,Desktop,35108,309,6,285.92,541.26
REC-001708,2025-05-29,CAMP-012,Youth Engagement Sprint,TikTok Ads,Engagement,North America,New Customers,Mobile,16094,268,2,244.8,113.34
REC-001298,2025-04-23,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,Asia-Pacific,New Customers,Mobile,6713,139,10,611.02,1791.32
REC-005454,2026-04-23,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,Europe,New Customers,Mobile,13916,438,13,641.22,801.89
REC-000790,2025-03-11,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,Latin America,New Customers,Mobile,6247,229,7,304.54,442.73
REC-005127,2026-03-25,CAMP-016,Video Reach Accelerator,YouTube Ads,Brand Awareness,MENA,Returning Customers,Mobile,26662,248,3,195.13,312.67
REC-002892,2025-09-14,CAMP-006,Seasonal Offer Push,Meta Ads,Seasonal Promotion,Europe,New Customers,Mobile,16265,327,8,304.52,904.39
REC-005154,2026-03-27,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,North America,Enterprise Decision Makers,Desktop,12135,326,24,313.64,6858.4
REC-000058,2025-01-06,CAMP-012,Youth Engagement Sprint,TikTok Ads,Engagement,Asia-Pacific,New Customers,Mobile,17677,208,4,222.09,315.73
REC-004624,2026-02-07,CAMP-010,Short Video Discovery,TikTok Ads,Prospecting,North America,Returning Customers,Tablet,24491,294,4,272.91,528.68
REC-001246,2025-04-18,CAMP-013,Lifecycle Nurture,Email,Customer Nurture,Asia-Pacific,New Customers,Desktop,6696,298,37,75.03,2805.0
REC-003635,2025-11-16,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,Europe,Returning Customers,Mobile,7791,363,15,705.54,1220.62
REC-004582,2026-02-03,CAMP-010,Short Video Discovery,TikTok Ads,Prospecting,North America,New Customers,Mobile,7720,154,2,149.1,218.49
REC-000778,2025-03-10,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,Latin America,New Customers,Desktop,1345,19,2,127.49,358.39
REC-004998,2026-03-13,CAMP-012,Youth Engagement Sprint,TikTok Ads,Engagement,Europe,Returning Customers,Mobile,34083,402,7,365.96,624.0
REC-005567,2026-05-03,CAMP-016,Video Reach Accelerator,YouTube Ads,Brand Awareness,Asia-Pacific,New Customers,Mobile,18087,136,1,118.63,82.69
REC-001473,2025-05-08,CAMP-010,Short Video Discovery,TikTok Ads,Prospecting,Europe,New Customers,Mobile,24449,406,6,364.95,620.83
REC-003774,2025-11-27,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,North America,Enterprise Decision Makers,Desktop,8604,518,53,947.34,18940.29
REC-002940,2025-09-18,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,MENA,Small Business Owners,Mobile,11964,758,59,946.32,9927.57
REC-000241,2025-01-22,CAMP-015,Monthly Product Digest,Email,Customer Nurture,North America,Students & Young Professionals,Mobile,11060,485,26,125.97,1672.14
REC-003611,2025-11-14,CAMP-014,Win Back Customers,Email,Reactivation,Asia-Pacific,New Customers,Desktop,7873,611,122,87.02,12604.74
REC-003719,2025-11-23,CAMP-005,Cart Recovery Social,Meta Ads,Retargeting,North America,Students & Young Professionals,Mobile,12676,447,14,530.18,1123.84
REC-003101,2025-10-02,CAMP-005,Cart Recovery Social,Meta Ads,Retargeting,Europe,New Customers,Mobile,14289,517,18,548.53,1801.16
REC-005190,2026-03-31,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,Asia-Pacific,Students & Young Professionals,Tablet,4390,61,3,294.59,279.87
REC-000176,2025-01-16,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,Europe,Returning Customers,Mobile,5535,77,6,454.26,993.91
REC-005176,2026-03-29,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,North America,Small Business Owners,Mobile,5555,75,5,383.69,1315.73
REC-003183,2025-10-09,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,Latin America,Returning Customers,Mobile,16307,955,108,1022.3,15559.84
REC-002911,2025-09-16,CAMP-017,Product Demo Views,YouTube Ads,Product Education,Asia-Pacific,Small Business Owners,Mobile,25930,360,8,344.64,1387.62
REC-005914,2026-06-02,CAMP-005,Cart Recovery Social,Meta Ads,Retargeting,MENA,New Customers,Mobile,20651,778,46,752.91,4518.06
REC-003175,2025-10-09,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,Asia-Pacific,New Customers,Mobile,13790,482,11,835.9,853.75
REC-003557,2025-11-10,CAMP-004,Social Scale Prospecting,Meta Ads,Prospecting,Europe,Returning Customers,Mobile,20933,534,21,635.62,2870.29
REC-003641,2025-11-16,CAMP-019,Display Retargeting Loop,Display Ads,Retargeting,Latin America,New Customers,Mobile,19172,152,2,95.49,235.93
REC-004534,2026-01-30,CAMP-019,Display Retargeting Loop,Display Ads,Retargeting,Europe,Small Business Owners,Desktop,15174,86,1,75.84,147.65
REC-003920,2025-12-09,CAMP-019,Display Retargeting Loop,Display Ads,Retargeting,Europe,Returning Customers,Mobile,11806,125,2,55.63,270.29
REC-005878,2026-05-29,CAMP-013,Lifecycle Nurture,Email,Customer Nurture,Europe,Small Business Owners,Mobile,8660,538,40,105.09,4819.64
REC-005583,2026-05-04,CAMP-011,Creator Product Launch,TikTok Ads,Product Launch,MENA,New Customers,Desktop,27873,580,21,463.77,1798.27
REC-001355,2025-04-27,CAMP-020,Creator Partnership Series,Influencer,Influencer Partnership,North America,New Customers,Mobile,20654,653,19,543.46,2143.16
REC-002161,2025-07-13,CAMP-012,Youth Engagement Sprint,TikTok Ads,Engagement,Europe,New Customers,Desktop,16023,236,7,216.58,428.71
REC-002660,2025-08-25,CAMP-016,Video Reach Accelerator,YouTube Ads,Brand Awareness,North America,New Customers,Mobile,13550,112,1,139.37,66.97
REC-004960,2026-03-09,CAMP-019,Display Retargeting Loop,Display Ads,Retargeting,MENA,Students & Young Professionals,Mobile,27655,256,3,123.61,211.12
REC-000959,2025-03-25,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,Asia-Pacific,Small Business Owners,Mobile,26444,1156,33,711.79,4267.71
REC-000011,2025-01-01,CAMP-012,Youth Engagement Sprint,TikTok Ads,Engagement,North America,Small Business Owners,Mobile,13060,206,5,194.24,539.9
REC-002784,2025-09-05,CAMP-012,Youth Engagement Sprint,TikTok Ads,Engagement,MENA,Students & Young Professionals,Tablet,30697,283,4,182.74,170.31
REC-003441,2025-10-31,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,North America,Small Business Owners,Mobile,50959,1470,61,937.16,7057.29
REC-005297,2026-04-09,CAMP-007,B2B Decision Makers,LinkedIn Ads,Lead Generation,Latin America,New Customers,Desktop,4880,85,6,327.05,752.15
REC-000607,2025-02-22,CAMP-012,Youth Engagement Sprint,TikTok Ads,Engagement,Europe,Returning Customers,Mobile,12868,152,3,129.53,295.17
REC-004106,2025-12-25,CAMP-013,Lifecycle Nurture,Email,Customer Nurture,MENA,Students & Young Professionals,Mobile,20288,1039,58,211.69,4149.83
REC-004805,2026-02-23,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,North America,New Customers,Desktop,15185,583,21,1250.01,1652.42
REC-002216,2025-07-17,CAMP-012,Youth Engagement Sprint,TikTok Ads,Engagement,Asia-Pacific,Students & Young Professionals,Mobile,23769,439,6,355.71,267.82
REC-003185,2025-10-10,CAMP-017,Product Demo Views,YouTube Ads,Product Education,North America,Returning Customers,Mobile,20618,239,7,184.66,972.36
REC-002068,2025-07-03,CAMP-014,Win Back Customers,Email,Reactivation,Europe,Returning Customers,Mobile,2693,170,30,54.24,3851.31
REC-004050,2025-12-20,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,Europe,Students & Young Professionals,Mobile,52369,1979,33,1669.33,2089.97
REC-002085,2025-07-05,CAMP-019,Display Retargeting Loop,Display Ads,Retargeting,Asia-Pacific,Students & Young Professionals,Tablet,15444,102,0,69.96,0.0
REC-005167,2026-03-29,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,Asia-Pacific,Students & Young Professionals,Desktop,9382,293,9,437.51,452.64
REC-003022,2025-09-25,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,North America,Returning Customers,Tablet,62271,1489,47,1080.08,5889.09
REC-002039,2025-07-01,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,Asia-Pacific,Returning Customers,Mobile,8356,428,27,740.43,1716.17
REC-002805,2025-09-07,CAMP-009,Startup Founder Leads,LinkedIn Ads,Lead Generation,MENA,New Customers,Mobile,1742,26,1,132.12,102.79
REC-001576,2025-05-17,CAMP-004,Social Scale Prospecting,Meta Ads,Prospecting,Latin America,New Customers,Mobile,23468,452,12,408.77,1060.9
REC-003569,2025-11-10,CAMP-019,Display Retargeting Loop,Display Ads,Retargeting,North America,Returning Customers,Mobile,20117,156,4,102.87,447.8
REC-002282,2025-07-23,CAMP-015,Monthly Product Digest,Email,Customer Nurture,North America,Returning Customers,Mobile,6699,414,48,79.57,6246.85
REC-002434,2025-08-06,CAMP-009,Startup Founder Leads,LinkedIn Ads,Lead Generation,Europe,Small Business Owners,Desktop,2250,34,5,195.48,917.53
REC-004683,2026-02-13,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,Europe,Returning Customers,Desktop,12084,445,34,667.03,2125.91
REC-004367,2026-01-16,CAMP-009,Startup Founder Leads,LinkedIn Ads,Lead Generation,Asia-Pacific,New Customers,Mobile,3618,56,3,300.92,437.39
REC-004475,2026-01-25,CAMP-020,Creator Partnership Series,Influencer,Influencer Partnership,Latin America,Small Business Owners,Desktop,33761,769,28,977.4,4693.51
REC-001504,2025-05-11,CAMP-015,Monthly Product Digest,Email,Customer Nurture,North America,Returning Customers,Desktop,4275,257,48,66.79,6140.1
REC-002933,2025-09-18,CAMP-005,Cart Recovery Social,Meta Ads,Retargeting,Europe,Small Business Owners,Mobile,11411,337,13,311.13,2025.28
REC-005982,2026-06-08,CAMP-008,Executive Thought Leadership,LinkedIn Ads,Brand Awareness,MENA,Small Business Owners,Mobile,3133,36,1,176.25,70.48
REC-002831,2025-09-09,CAMP-008,Executive Thought Leadership,LinkedIn Ads,Brand Awareness,Europe,Returning Customers,Mobile,4195,51,2,339.16,109.78
REC-005931,2026-06-03,CAMP-010,Short Video Discovery,TikTok Ads,Prospecting,Latin America,Enterprise Decision Makers,Tablet,30399,380,6,264.7,1610.89
REC-005029,2026-03-15,CAMP-006,Seasonal Offer Push,Meta Ads,Seasonal Promotion,MENA,New Customers,Mobile,27553,844,23,674.29,1751.88
REC-006022,2026-06-12,CAMP-019,Display Retargeting Loop,Display Ads,Retargeting,North America,New Customers,Tablet,33789,186,1,138.19,88.54
REC-005702,2026-05-15,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,MENA,Small Business Owners,Mobile,13261,394,17,671.15,1655.3
REC-001428,2025-05-04,CAMP-019,Display Retargeting Loop,Display Ads,Retargeting,MENA,New Customers,Mobile,19594,125,2,83.2,180.24
REC-001628,2025-05-22,CAMP-014,Win Back Customers,Email,Reactivation,Asia-Pacific,New Customers,Mobile,8008,691,105,98.62,10585.68
REC-003367,2025-10-25,CAMP-007,B2B Decision Makers,LinkedIn Ads,Lead Generation,Asia-Pacific,Students & Young Professionals,Mobile,3840,70,4,299.11,316.58
REC-000193,2025-01-17,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,Europe,Small Business Owners,Mobile,8176,363,20,503.07,1578.76
REC-002714,2025-08-29,CAMP-001,Search Growth Engine,Google Ads,Always-on Acquisition,MENA,New Customers,Mobile,4534,193,9,331.27,898.03
REC-004384,2026-01-17,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,MENA,New Customers,Desktop,9057,515,44,844.86,5808.17
REC-004545,2026-01-31,CAMP-004,Social Scale Prospecting,Meta Ads,Prospecting,Latin America,Small Business Owners,Mobile,10485,177,5,153.53,625.78
REC-001977,2025-06-24,CAMP-019,Display Retargeting Loop,Display Ads,Retargeting,Europe,Small Business Owners,Mobile,24594,228,3,148.84,514.82
REC-004454,2026-01-23,CAMP-020,Creator Partnership Series,Influencer,Influencer Partnership,Asia-Pacific,Returning Customers,Mobile,20333,756,28,467.15,3376.89
REC-000485,2025-02-11,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,Europe,Students & Young Professionals,Mobile,14867,554,12,1113.79,468.26
REC-003164,2025-10-08,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,Latin America,Enterprise Decision Makers,Desktop,8188,148,20,528.87,9537.64
REC-001400,2025-05-01,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,Europe,Returning Customers,Desktop,3158,63,10,354.82,2120.89
REC-005488,2026-04-26,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,Asia-Pacific,Students & Young Professionals,Mobile,19061,1118,76,1825.91,5901.63
REC-002722,2025-08-30,CAMP-020,Creator Partnership Series,Influencer,Influencer Partnership,Asia-Pacific,Students & Young Professionals,Tablet,27223,485,8,476.66,646.65
REC-005920,2026-06-02,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,Latin America,Students & Young Professionals,Desktop,14181,639,36,862.57,3526.19
REC-003566,2025-11-10,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,Asia-Pacific,Students & Young Professionals,Desktop,5103,254,20,345.52,1898.33
REC-004676,2026-02-12,CAMP-017,Product Demo Views,YouTube Ads,Product Education,North America,Small Business Owners,Mobile,25676,356,8,283.25,1285.16
REC-004657,2026-02-10,CAMP-011,Creator Product Launch,TikTok Ads,Product Launch,MENA,New Customers,Desktop,22504,259,6,163.88,553.01
REC-001787,2025-06-06,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,Asia-Pacific,Small Business Owners,Tablet,6848,90,6,407.4,1401.47
REC-002511,2025-08-12,CAMP-012,Youth Engagement Sprint,TikTok Ads,Engagement,Europe,Returning Customers,Desktop,29947,310,8,300.51,682.73
REC-005693,2026-05-14,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,Latin America,Small Business Owners,Mobile,40813,1287,53,1042.39,6208.18
REC-004378,2026-01-17,CAMP-013,Lifecycle Nurture,Email,Customer Nurture,North America,Small Business Owners,Desktop,2345,133,23,43.76,3491.86
REC-003784,2025-11-28,CAMP-018,Programmatic Market Reach,Display Ads,Brand Awareness,Latin America,Small Business Owners,Desktop,39401,138,2,69.28,138.06
REC-004838,2026-02-26,CAMP-013,Lifecycle Nurture,Email,Customer Nurture,Latin America,Small Business Owners,Desktop,12208,570,97,126.6,11484.18
REC-002534,2025-08-14,CAMP-020,Creator Partnership Series,Influencer,Influencer Partnership,Latin America,Enterprise Decision Makers,Desktop,20865,425,18,575.49,5531.77
REC-001303,2025-04-23,CAMP-012,Youth Engagement Sprint,TikTok Ads,Engagement,North America,New Customers,Desktop,16038,225,6,278.55,485.51
REC-000899,2025-03-20,CAMP-004,Social Scale Prospecting,Meta Ads,Prospecting,Europe,Students & Young Professionals,Tablet,21609,316,8,268.27,453.03
REC-003751,2025-11-25,CAMP-007,B2B Decision Makers,LinkedIn Ads,Lead Generation,Asia-Pacific,Students & Young Professionals,Mobile,7063,108,4,547.05,345.25
REC-004648,2026-02-09,CAMP-001,Search Growth Engine,Google Ads,Always-on Acquisition,North America,Returning Customers,Mobile,6666,266,14,505.76,1929.58
REC-003005,2025-09-23,CAMP-009,Startup Founder Leads,LinkedIn Ads,Lead Generation,North America,New Customers,Desktop,6379,60,5,378.32,581.34
REC-004180,2025-12-30,CAMP-022,Holiday Revenue Boost,Meta Ads,Seasonal Promotion,North America,New Customers,Mobile,11290,243,9,285.5,842.6
REC-002327,2025-07-27,CAMP-008,Executive Thought Leadership,LinkedIn Ads,Brand Awareness,Latin America,Small Business Owners,Tablet,5987,39,2,188.84,174.48
REC-003718,2025-11-22,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,North America,New Customers,Mobile,7702,139,12,904.94,1985.85
REC-006162,2026-06-25,CAMP-019,Display Retargeting Loop,Display Ads,Retargeting,North America,Students & Young Professionals,Mobile,15832,111,1,62.03,84.16
REC-005828,2026-05-25,CAMP-014,Win Back Customers,Email,Reactivation,Asia-Pacific,Small Business Owners,Mobile,4155,352,57,53.36,11043.52
REC-004847,2026-02-26,CAMP-002,Brand Demand Capture,GOOGLE ADS,Brand Awareness,North America,New Customers,Desktop,15345,540,19,1083.69,1507.47
REC-002521,2025-08-13,CAMP-019,Display Retargeting Loop,Display Ads,Retargeting,Europe,New Customers,Desktop,44035,382,9,250.76,835.18
REC-003186,2025-10-10,CAMP-022,Holiday Revenue Boost,Meta Ads,Seasonal Promotion,MENA,New Customers,Mobile,11763,375,16,332.76,1307.9
REC-005122,2026-03-24,CAMP-018,Programmatic Market Reach,Display Ads,Brand Awareness,Latin America,Returning Customers,Mobile,55197,263,1,127.06,54.92
REC-003243,2025-10-14,CAMP-013,Lifecycle Nurture,Email,Customer Nurture,Europe,Small Business Owners,Desktop,12465,792,106,144.83,16472.18
REC-005321,2026-04-12,CAMP-001,Search Growth Engine,Google Ads,Always-on Acquisition,North America,Returning Customers,Mobile,10144,438,25,852.37,2898.17
REC-005979,2026-06-08,CAMP-016,Video Reach Accelerator,YouTube Ads,Brand Awareness,Europe,New Customers,Mobile,34104,270,3,217.49,212.68
REC-002188,2025-07-15,CAMP-020,Creator Partnership Series,Influencer,Influencer Partnership,North America,Students & Young Professionals,Mobile,41906,1092,34,1131.58,2505.17
REC-002950,2025-09-19,CAMP-014,Win Back Customers,Email,Reactivation,MENA,Returning Customers,Mobile,4625,292,45,65.5,7847.45
REC-000147,2025-01-13,CAMP-004,Social Scale Prospecting,Meta Ads,Prospecting,Asia-Pacific,Returning Customers,Mobile,20880,348,15,404.03,1784.24
REC-003286,2025-10-18,CAMP-015,Monthly Product Digest,Email,Customer Nurture,MENA,New Customers,Mobile,7913,588,42,104.83,3346.27
REC-002480,2025-08-09,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,Latin America,Enterprise Decision Makers,Desktop,3714,275,38,300.16,14603.71
