"record_id","campaign_id","campaign_name","campaign_date","month_start","campaign_year","campaign_month_number","campaign_month_name","year_month","campaign_quarter","channel","campaign_type","region","audience_segment","device","impressions","clicks","conversions","spend_usd","revenue_usd","profit_usd","row_profit_margin_percentage"
"REC-001110","CAMP-014","Win Back Customers","2025-04-07","2025-04-01",2025,4,"April    ","2025-04","Q2","Email","Reactivation","Europe","Returning Customers","Desktop",3195,227,41,59.10,6866.18,6807.08,99.14
"REC-001111","CAMP-014","Win Back Customers","2025-04-07","2025-04-01",2025,4,"April    ","2025-04","Q2","Email","Reactivation","MENA","Small Business Owners","Mobile",16295,1279,209,172.02,39320.59,39148.57,99.56
"REC-001112","CAMP-004","Social Scale Prospecting","2025-04-07","2025-04-01",2025,4,"April    ","2025-04","Q2","Meta Ads","Prospecting","North America","Returning Customers","Mobile",20884,441,13,578.04,1458.19,880.15,60.36
"REC-001113","CAMP-015","Monthly Product Digest","2025-04-07","2025-04-01",2025,4,"April    ","2025-04","Q2","Email","Customer Nurture","Europe","Enterprise Decision Makers","Mobile",15273,764,61,156.12,19229.09,19072.97,99.19
"REC-001114","CAMP-016","Video Reach Accelerator","2025-04-08","2025-04-01",2025,4,"April    ","2025-04","Q2","YouTube Ads","Brand Awareness","Asia-Pacific","Returning Customers","Tablet",15030,73,1,87.03,97.57,10.54,10.80
"REC-001115","CAMP-009","Startup Founder Leads","2025-04-08","2025-04-01",2025,4,"April    ","2025-04","Q2","LinkedIn Ads","Lead Generation","Europe","New Customers","Desktop",6977,68,5,395.11,562.31,167.20,29.73
"REC-001116","CAMP-009","Startup Founder Leads","2025-04-08","2025-04-01",2025,4,"April    ","2025-04","Q2","LinkedIn Ads","Lead Generation","North America","Returning Customers","Desktop",3446,48,5,301.95,739.76,437.81,59.18
"REC-001117","CAMP-014","Win Back Customers","2025-04-08","2025-04-01",2025,4,"April    ","2025-04","Q2","Email","Reactivation","Asia-Pacific","Small Business Owners","Tablet",2958,200,33,55.21,4520.95,4465.74,98.78
"REC-001118","CAMP-014","Win Back Customers","2025-04-08","2025-04-01",2025,4,"April    ","2025-04","Q2","Email","Reactivation","MENA","Small Business Owners","Desktop",3172,176,30,47.55,4869.56,4822.01,99.02
"REC-001119","CAMP-008","Executive Thought Leadership","2025-04-08","2025-04-01",2025,4,"April    ","2025-04","Q2","LinkedIn Ads","Brand Awareness","North America","Students & Young Professionals","Mobile",6746,48,2,332.70,78.03,-254.67,-326.37
"REC-001120","CAMP-007","B2B Decision Makers","2025-04-08","2025-04-01",2025,4,"April    ","2025-04","Q2","LinkedIn Ads","Lead Generation","Asia-Pacific","New Customers","Tablet",8838,112,5,508.44,686.14,177.70,25.90
"REC-001121","CAMP-007","B2B Decision Makers","2025-04-08","2025-04-01",2025,4,"April    ","2025-04","Q2","LinkedIn Ads","Lead Generation","Europe","Students & Young Professionals","Desktop",6815,79,5,367.03,404.74,37.71,9.32
"REC-001122","CAMP-017","Product Demo Views","2025-04-08","2025-04-01",2025,4,"April    ","2025-04","Q2","YouTube Ads","Product Education","Asia-Pacific","Enterprise Decision Makers","Mobile",9522,125,1,109.50,268.13,158.63,59.16
"REC-001123","CAMP-017","Product Demo Views","2025-04-08","2025-04-01",2025,4,"April    ","2025-04","Q2","YouTube Ads","Product Education","MENA","Enterprise Decision Makers","Mobile",25381,253,5,167.56,1732.07,1564.51,90.33
"REC-001124","CAMP-020","Creator Partnership Series","2025-04-08","2025-04-01",2025,4,"April    ","2025-04","Q2","Influencer","Influencer Partnership","Europe","New Customers","Desktop",33391,922,33,766.16,2652.02,1885.86,71.11
"REC-001125","CAMP-006","Seasonal Offer Push","2025-04-08","2025-04-01",2025,4,"April    ","2025-04","Q2","Meta Ads","Seasonal Promotion","MENA","Returning Customers","Mobile",16050,372,14,343.81,1753.20,1409.39,80.39
"REC-001126","CAMP-006","Seasonal Offer Push","2025-04-08","2025-04-01",2025,4,"April    ","2025-04","Q2","Meta Ads","Seasonal Promotion","North America","New Customers","Mobile",23828,708,21,744.93,1865.32,1120.39,60.06
"REC-001127","CAMP-018","Programmatic Market Reach","2025-04-08","2025-04-01",2025,4,"April    ","2025-04","Q2","Display Ads","Brand Awareness","Latin America","Small Business Owners","Mobile",31461,114,1,74.18,77.51,3.33,4.30
"REC-001128","CAMP-018","Programmatic Market Reach","2025-04-08","2025-04-01",2025,4,"April    ","2025-04","Q2","Display Ads","Brand Awareness","Europe","New Customers","Desktop",41607,150,1,85.35,62.41,-22.94,-36.76
"REC-001129","CAMP-010","Short Video Discovery","2025-04-09","2025-04-01",2025,4,"April    ","2025-04","Q2","TikTok Ads","Prospecting","MENA","Small Business Owners","Mobile",36861,649,19,427.90,2586.47,2158.57,83.46
"REC-001130","CAMP-010","Short Video Discovery","2025-04-09","2025-04-01",2025,4,"April    ","2025-04","Q2","TikTok Ads","Prospecting","Latin America","Small Business Owners","Tablet",29481,389,6,273.20,809.85,536.65,66.27
"REC-001131","CAMP-009","Startup Founder Leads","2025-04-09","2025-04-01",2025,4,"April    ","2025-04","Q2","LinkedIn Ads","Lead Generation","MENA","New Customers","Desktop",7766,89,6,437.96,766.54,328.58,42.87
"REC-001132","CAMP-009","Startup Founder Leads","2025-04-09","2025-04-01",2025,4,"April    ","2025-04","Q2","LinkedIn Ads","Lead Generation","Europe","Enterprise Decision Makers","Mobile",9823,153,15,874.88,4468.93,3594.05,80.42
"REC-001133","CAMP-013","Lifecycle Nurture","2025-04-09","2025-04-01",2025,4,"April    ","2025-04","Q2","Email","Customer Nurture","North America","New Customers","Desktop",8002,352,27,89.23,2228.60,2139.37,96.00
"REC-001134","CAMP-013","Lifecycle Nurture","2025-04-09","2025-04-01",2025,4,"April    ","2025-04","Q2","Email","Customer Nurture","North America","Returning Customers","Desktop",14011,860,128,150.03,17150.78,17000.75,99.13
"REC-001135","CAMP-004","Social Scale Prospecting","2025-04-09","2025-04-01",2025,4,"April    ","2025-04","Q2","Meta Ads","Prospecting","Asia-Pacific","Enterprise Decision Makers","Mobile",17727,433,17,432.94,5509.19,5076.25,92.14
"REC-001136","CAMP-006","Seasonal Offer Push","2025-04-09","2025-04-01",2025,4,"April    ","2025-04","Q2","Meta Ads","Seasonal Promotion","Europe","New Customers","Desktop",16366,281,9,314.50,865.14,550.64,63.65
"REC-001137","CAMP-006","Seasonal Offer Push","2025-04-09","2025-04-01",2025,4,"April    ","2025-04","Q2","Meta Ads","Seasonal Promotion","Asia-Pacific","Returning Customers","Desktop",17876,403,30,400.79,4185.73,3784.94,90.42
"REC-001138","CAMP-003","High Intent Retargeting","2025-04-09","2025-04-01",2025,4,"April    ","2025-04","Q2","Google Ads","Retargeting","Europe","Returning Customers","Desktop",6855,339,57,610.13,9022.03,8411.90,93.24
"REC-001139","CAMP-018","Programmatic Market Reach","2025-04-09","2025-04-01",2025,4,"April    ","2025-04","Q2","Display Ads","Brand Awareness","Asia-Pacific","Enterprise Decision Makers","Desktop",23607,105,1,92.23,181.45,89.22,49.17
"REC-001140","CAMP-016","Video Reach Accelerator","2025-04-09","2025-04-01",2025,4,"April    ","2025-04","Q2","YouTube Ads","Brand Awareness","North America","Returning Customers","Tablet",36257,231,5,238.26,447.77,209.51,46.79
"REC-001141","CAMP-008","Executive Thought Leadership","2025-04-09","2025-04-01",2025,4,"April    ","2025-04","Q2","LinkedIn Ads","Brand Awareness","North America","New Customers","Desktop",9869,78,3,463.72,155.56,-308.16,-198.10
"REC-001142","CAMP-008","Executive Thought Leadership","2025-04-09","2025-04-01",2025,4,"April    ","2025-04","Q2","LinkedIn Ads","Brand Awareness","Asia-Pacific","New Customers","Mobile",4125,32,1,170.12,56.78,-113.34,-199.61
"REC-001143","CAMP-017","Product Demo Views","2025-04-10","2025-04-01",2025,4,"April    ","2025-04","Q2","YouTube Ads","Product Education","Europe","Returning Customers","Mobile",25956,286,7,225.76,835.43,609.67,72.98
"REC-001144","CAMP-017","Product Demo Views","2025-04-10","2025-04-01",2025,4,"April    ","2025-04","Q2","YouTube Ads","Product Education","North America","Students & Young Professionals","Mobile",40457,444,6,415.44,416.52,1.08,0.26
"REC-001145","CAMP-018","Programmatic Market Reach","2025-04-10","2025-04-01",2025,4,"April    ","2025-04","Q2","Display Ads","Brand Awareness","MENA","Returning Customers","Desktop",37519,137,2,118.51,159.24,40.73,25.58
"REC-001146","CAMP-018","Programmatic Market Reach","2025-04-10","2025-04-01",2025,4,"April    ","2025-04","Q2","Display Ads","Brand Awareness","Asia-Pacific","New Customers","Tablet",26819,71,0,58.41,0.00,-58.41,NULL
"REC-001147","CAMP-021","Micro Creator Conversion","2025-04-10","2025-04-01",2025,4,"April    ","2025-04","Q2","Influencer","Influencer Partnership","Asia-Pacific","Students & Young Professionals","Mobile",43599,1551,39,1172.72,2393.20,1220.48,51.00
"REC-001148","CAMP-021","Micro Creator Conversion","2025-04-10","2025-04-01",2025,4,"April    ","2025-04","Q2","Influencer","Influencer Partnership","MENA","Returning Customers","Desktop",13027,341,20,345.44,2481.25,2135.81,86.08
"REC-001149","CAMP-024","Mobile App Acquisition","2025-04-10","2025-04-01",2025,4,"April    ","2025-04","Q2","Google Ads","App Acquisition","MENA","Small Business Owners","Desktop",21919,824,40,1327.70,3445.73,2118.03,61.47
"REC-001150","CAMP-019","Display Retargeting Loop","2025-04-10","2025-04-01",2025,4,"April    ","2025-04","Q2","Display Ads","Retargeting","Europe","Students & Young Professionals","Desktop",51539,411,5,208.37,441.24,232.87,52.78
"REC-001151","CAMP-019","Display Retargeting Loop","2025-04-10","2025-04-01",2025,4,"April    ","2025-04","Q2","Display Ads","Retargeting","North America","Students & Young Professionals","Mobile",48176,382,3,220.42,273.56,53.14,19.43
"REC-001152","CAMP-023","Enterprise Pipeline Builder","2025-04-10","2025-04-01",2025,4,"April    ","2025-04","Q2","LinkedIn Ads","Lead Generation","North America","Returning Customers","Mobile",8713,113,11,605.73,1725.02,1119.29,64.89
"REC-001153","CAMP-010","Short Video Discovery","2025-04-10","2025-04-01",2025,4,"April    ","2025-04","Q2","TikTok Ads","Prospecting","Latin America","Small Business Owners","Mobile",7538,153,4,136.79,584.09,447.30,76.58
"REC-001154","CAMP-010","Short Video Discovery","2025-04-10","2025-04-01",2025,4,"April    ","2025-04","Q2","TikTok Ads","Prospecting","North America","Returning Customers","Mobile",16890,239,8,254.18,808.55,554.37,68.56
"REC-001155","CAMP-006","Seasonal Offer Push","2025-04-10","2025-04-01",2025,4,"April    ","2025-04","Q2","Meta Ads","Seasonal Promotion","MENA","New Customers","Mobile",21682,621,18,464.59,1436.23,971.64,67.65
"REC-001156","CAMP-024","Mobile App Acquisition","2025-04-11","2025-04-01",2025,4,"April    ","2025-04","Q2","Google Ads","App Acquisition","MENA","New Customers","Desktop",17533,714,29,1182.58,2062.20,879.62,42.65
"REC-001157","CAMP-006","Seasonal Offer Push","2025-04-11","2025-04-01",2025,4,"April    ","2025-04","Q2","Meta Ads","Seasonal Promotion","North America","Small Business Owners","Mobile",11376,294,12,334.01,1802.17,1468.16,81.47
"REC-001158","CAMP-001","Search Growth Engine","2025-04-11","2025-04-01",2025,4,"April    ","2025-04","Q2","Google Ads","Always-on Acquisition","Europe","Returning Customers","Desktop",5476,201,14,334.93,1656.59,1321.66,79.78
"REC-001159","CAMP-016","Video Reach Accelerator","2025-04-11","2025-04-01",2025,4,"April    ","2025-04","Q2","YouTube Ads","Brand Awareness","Asia-Pacific","New Customers","Desktop",17084,142,2,140.64,156.44,15.80,10.10
"REC-001160","CAMP-010","Short Video Discovery","2025-04-11","2025-04-01",2025,4,"April    ","2025-04","Q2","TikTok Ads","Prospecting","North America","Students & Young Professionals","Mobile",12773,176,3,164.55,224.62,60.07,26.74
"REC-001161","CAMP-003","High Intent Retargeting","2025-04-11","2025-04-01",2025,4,"April    ","2025-04","Q2","Google Ads","Retargeting","Latin America","Small Business Owners","Mobile",8144,641,56,811.84,8815.10,8003.26,90.79
"REC-001162","CAMP-004","Social Scale Prospecting","2025-04-11","2025-04-01",2025,4,"April    ","2025-04","Q2","Meta Ads","Prospecting","Europe","New Customers","Mobile",27501,690,23,772.88,2240.06,1467.18,65.50
"REC-001163","CAMP-004","Social Scale Prospecting","2025-04-11","2025-04-01",2025,4,"April    ","2025-04","Q2","Meta Ads","Prospecting","Europe","Returning Customers","Mobile",22464,376,15,469.91,2174.74,1704.83,78.39
"REC-001164","CAMP-014","Win Back Customers","2025-04-11","2025-04-01",2025,4,"April    ","2025-04","Q2","Email","Reactivation","Latin America","Students & Young Professionals","Mobile",9108,572,37,106.59,3218.04,3111.45,96.69
"REC-001165","CAMP-023","Enterprise Pipeline Builder","2025-04-11","2025-04-01",2025,4,"April    ","2025-04","Q2","LinkedIn Ads","Lead Generation","Asia-Pacific","New Customers","Mobile",3653,54,4,283.52,554.56,271.04,48.87
"REC-001166","CAMP-012","Youth Engagement Sprint","2025-04-11","2025-04-01",2025,4,"April    ","2025-04","Q2","TikTok Ads","Engagement","Asia-Pacific","Small Business Owners","Mobile",9611,176,3,172.50,264.19,91.69,34.71
"REC-001167","CAMP-006","Seasonal Offer Push","2025-04-12","2025-04-01",2025,4,"April    ","2025-04","Q2","Meta Ads","Seasonal Promotion","MENA","New Customers","Mobile",21082,436,12,348.42,978.55,630.13,64.39
"REC-001168","CAMP-019","Display Retargeting Loop","2025-04-12","2025-04-01",2025,4,"April    ","2025-04","Q2","Display Ads","Retargeting","MENA","Students & Young Professionals","Mobile",26444,207,3,118.10,213.33,95.23,44.64
"REC-001169","CAMP-020","Creator Partnership Series","2025-04-12","2025-04-01",2025,4,"April    ","2025-04","Q2","Influencer","Influencer Partnership","MENA","Students & Young Professionals","Mobile",20509,648,12,691.55,838.35,146.80,17.51
"REC-001170","CAMP-007","B2B Decision Makers","2025-04-12","2025-04-01",2025,4,"April    ","2025-04","Q2","LinkedIn Ads","Lead Generation","Europe","New Customers","Desktop",1213,21,2,124.19,253.36,129.17,50.98
"REC-001171","CAMP-021","Micro Creator Conversion","2025-04-12","2025-04-01",2025,4,"April    ","2025-04","Q2","Influencer","Influencer Partnership","North America","Enterprise Decision Makers","Mobile",45359,1355,42,1444.50,9926.11,8481.61,85.45
"REC-001172","CAMP-005","Cart Recovery Social","2025-04-12","2025-04-01",2025,4,"April    ","2025-04","Q2","Meta Ads","Retargeting","Europe","Returning Customers","Mobile",5613,155,13,177.19,1803.11,1625.92,90.17
"REC-001173","CAMP-005","Cart Recovery Social","2025-04-12","2025-04-01",2025,4,"April    ","2025-04","Q2","Meta Ads","Retargeting","Asia-Pacific","Returning Customers","Desktop",19647,535,38,557.11,5519.77,4962.66,89.91
"REC-001174","CAMP-017","Product Demo Views","2025-04-12","2025-04-01",2025,4,"April    ","2025-04","Q2","YouTube Ads","Product Education","MENA","New Customers","Mobile",37277,315,7,250.89,680.42,429.53,63.13
"REC-001175","CAMP-023","Enterprise Pipeline Builder","2025-04-12","2025-04-01",2025,4,"April    ","2025-04","Q2","LinkedIn Ads","Lead Generation","Europe","Enterprise Decision Makers","Mobile",9178,149,19,842.57,7329.97,6487.40,88.51
"REC-001176","CAMP-016","Video Reach Accelerator","2025-04-12","2025-04-01",2025,4,"April    ","2025-04","Q2","YouTube Ads","Brand Awareness","North America","Small Business Owners","Desktop",10046,77,0,97.53,0.00,-97.53,NULL
"REC-001177","CAMP-016","Video Reach Accelerator","2025-04-12","2025-04-01",2025,4,"April    ","2025-04","Q2","YouTube Ads","Brand Awareness","Europe","Small Business Owners","Mobile",39669,262,4,203.19,417.37,214.18,51.32
"REC-001178","CAMP-008","Executive Thought Leadership","2025-04-13","2025-04-01",2025,4,"April    ","2025-04","Q2","LinkedIn Ads","Brand Awareness","Europe","Small Business Owners","Tablet",7450,54,1,289.71,61.30,-228.41,-372.61
"REC-001179","CAMP-017","Product Demo Views","2025-04-13","2025-04-01",2025,4,"April    ","2025-04","Q2","YouTube Ads","Product Education","North America","Small Business Owners","Mobile",9429,85,3,81.60,394.27,312.67,79.30
"REC-001180","CAMP-001","Search Growth Engine","2025-04-13","2025-04-01",2025,4,"April    ","2025-04","Q2","Google Ads","Always-on Acquisition","Europe","Students & Young Professionals","Mobile",4623,178,8,303.82,625.73,321.91,51.45
"REC-001181","CAMP-001","Search Growth Engine","2025-04-13","2025-04-01",2025,4,"April    ","2025-04","Q2","Google Ads","Always-on Acquisition","MENA","Small Business Owners","Mobile",3709,150,7,239.23,787.87,548.64,69.64
"REC-001182","CAMP-010","Short Video Discovery","2025-04-13","2025-04-01",2025,4,"April    ","2025-04","Q2","TikTok Ads","Prospecting","Europe","Returning Customers","Desktop",11508,121,5,103.01,655.56,552.55,84.29
"REC-001183","CAMP-018","Programmatic Market Reach","2025-04-13","2025-04-01",2025,4,"April    ","2025-04","Q2","Display Ads","Brand Awareness","Latin America","Students & Young Professionals","Desktop",23132,101,1,57.44,45.35,-12.09,-26.66
"REC-001184","CAMP-004","Social Scale Prospecting","2025-04-13","2025-04-01",2025,4,"April    ","2025-04","Q2","Meta Ads","Prospecting","Asia-Pacific","Returning Customers","Mobile",5359,162,8,150.34,789.09,638.75,80.95
"REC-001185","CAMP-024","Mobile App Acquisition","2025-04-13","2025-04-01",2025,4,"April    ","2025-04","Q2","Google Ads","App Acquisition","MENA","New Customers","Mobile",14966,486,24,633.36,1535.13,901.77,58.74
"REC-001186","CAMP-009","Startup Founder Leads","2025-04-13","2025-04-01",2025,4,"April    ","2025-04","Q2","LinkedIn Ads","Lead Generation","Europe","Returning Customers","Mobile",7489,130,11,779.69,2079.25,1299.56,62.50
"REC-001187","CAMP-009","Startup Founder Leads","2025-04-13","2025-04-01",2025,4,"April    ","2025-04","Q2","LinkedIn Ads","Lead Generation","MENA","New Customers","Mobile",5541,83,6,400.26,891.81,491.55,55.12
